Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

41
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI6-ISP/01,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
GW STAN FK,STAN,1281,Sa,9:00,15:45
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW STAN FK,STAN,1001,Do,16:00,19:00
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

42
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI6-IS,NTZ,0265,Do,8:15,11:30
BAI6-ISP/02,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW MATT,MATT,1486,Sa,9:00,15:45
GW WLTP,WLTP,1001,Sa,8:00,16:00
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
GW BLHA, BLHA,1283,Fr,16:00,19:30
GW GARB,GARB,1486,Do,16:30,19:00
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
GW WLTP,WLTP,1201,Fr,16:00,21:00
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW BLHA, BLHA,1281,Sa,9:00,15:30
GW SCHM,Smhl,1486,Mo,16:00,19:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

43
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI6-ISP/03,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW WLTP,WLTP,1001,Sa,8:00,16:00
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW WLTP,WLTP,1201,Fr,16:00,21:00
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

44
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI6-IS,NTZ,0265,Do,8:15,11:30
BAI6-ISP/01,NTZ/[Beh],1165,Do,12:30,15:45
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW MATT,MATT,1486,Sa,9:00,15:45
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
GW GARB,GARB,1486,Do,16:30,19:00
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW ZOEL,ZOEL,0405,Sa,10:00,14:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45

45
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI6-ISP/02,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW GARB,GARB,1486,Fr,16:00,21:00
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
GW GARB,GARB,1486,Sa,10:00,16:15
GW RDTK KT,RDTK,1201,Sa,9:00,18:00
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

46
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI6-IS,NTZ,0265,Do,8:15,11:30
BAI6-ISP/03,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW MATT,MATT,1486,Sa,9:00,15:45
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
GW STAN FK,STAN,1281,Sa,9:00,15:45
INF-WP-B4,MSL,0460,Mi,8:15,11:30
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-WP-C1,CNZ,1065,Fr,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

47
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI6-ISP/01,NTZ/[Beh],1165,Do,12:30,15:45
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW GARB,GARB,1486,Fr,16:00,21:00
GW BLHA, BLHA,1283,Fr,16:00,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
GW GARB,GARB,1486,Sa,10:00,16:15
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
GW BLHA, BLHA,1281,Sa,9:00,15:30
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45

48
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI6-IS,NTZ,0265,Do,8:15,11:30
BAI6-ISP/02,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
GW MATT,MATT,1486,Sa,9:00,15:45
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
GW RDTK KT,RDTK,1201,Sa,9:00,18:00
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW DANN,Dann,1486,Mi,16:15,17:45
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

49
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI6-ISP/03,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
GW BLHA, BLHA,1283,Fr,16:00,19:30
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
INF-WP-C1,CNZ,1065,Fr,8:15,11:30
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
GW BLHA, BLHA,1281,Sa,9:00,15:30

50
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI6-IS,NTZ,0265,Do,8:15,11:30
BAI6-ISP/01,NTZ/[Beh],1165,Do,12:30,15:45
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WPP-A4/01,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
GW STAN FK,STAN,1281,Sa,9:00,15:45
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
GW RDTK KT,RDTK,1201,Sa,9:00,18:00
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
GW ZOEL,ZOEL,0405,Sa,10:00,14:00
GW DANN,Dann,1486,Mi,16:15,17:45
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45

51
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI6-ISP/02,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-B4/01,MSL,0701,Mi,8:15,11:30
INF-WPP-A4/02,HBN/[Nmn],1101b,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
INF-WPP-B4/04,MSL,0701,Mi,12:30,15:45

54
Name,Dozent,Raum,WT,Anfang,Ende
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI6-IS,NTZ,0265,Do,8:15,11:30
BAI6-ISP/03,NTZ/[Beh],1165,Do,12:30,15:45
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-C3/01,SWR,0761,Fr,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WPP-C1/01,CNZ,1102,Fr,12:30,15:45
INF-WPP-B4/02,MSL,0701,Mi,12:30,15:45
GW DANN,Dann,1486,Mi,16:15,17:45

55
Name,Dozent,Raum,WT,Anfang,Ende
BAI6-IS,NTZ,0265,Do,8:15,11:30
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
INF-WPP-C1/02,CNZ,1102,Fr,8:15,11:30
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WPP-B3/01,PDB/[Oel],1102,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-WP-C2,ESS,0662,Fr,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
INF-WPP-B4/03,MSL,0701,Mi,12:30,15:45
<>
Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39, 41
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45

40
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30

42
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/02,HTM/[Loh],0701,Fr,8:15,11:30
BTI1-GTP/04,HTM/[Loh],0701,Di,12:30,15:45
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-PRP1/03,ESS,1105,Di,12:30,15:45
BTI1-PRP1/06 optional,[Beh],1101a,Di,12:30,15:45
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45

43
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PRP1/04,ESS,1105,Di,16:00,19:15
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/03,HTM/[Loh],0701,Fr,8:15,11:30
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45
BTI1-PRP1/02,ESS,1105,Di,12:30,15:45

44, 47, 50
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/06 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PRP1/04,ESS,1105,Di,16:00,19:15
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/01,HTM/[Loh],0701,Fr,8:15,11:30
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-PRP1/03,ESS,1105,Di,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45
BTI1-PRP1/02,ESS,1105,Di,12:30,15:45

45, 51
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/02,HTM/[Loh],0701,Fr,8:15,11:30
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-PRP1/03,ESS,1105,Di,12:30,15:45
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45

46
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PRP1/04,ESS,1105,Di,16:00,19:15
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/03,HTM/[Loh],0701,Fr,8:15,11:30
BTI1-GTP/04,HTM/[Loh],0701,Di,12:30,15:45
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-PRP1/06 optional,[Beh],1101a,Di,12:30,15:45
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45
BTI1-PRP1/02,ESS,1105,Di,12:30,15:45

48
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/02,HTM/[Loh],0701,Fr,8:15,11:30
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-PRP1/03,ESS,1105,Di,12:30,15:45
BTI1-PRP1/06 optional,[Beh],1101a,Di,12:30,15:45
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45

49
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PRP1/04,ESS,1105,Di,16:00,19:15
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/03,HTM/[Loh],0701,Fr,8:15,11:30
BTI1-GTP/04,HTM/[Loh],0701,Di,12:30,15:45
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45
BTI1-PRP1/02,ESS,1105,Di,12:30,15:45

54
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/01,ESS,1105,Di,8:15,11:30
BTI1-PRP1/05 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PRP1/04,ESS,1105,Di,16:00,19:15
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/03,HTM/[Loh],0701,Fr,8:15,11:30
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-PRP1/06 optional,[Beh],1101a,Di,12:30,15:45
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45
BTI1-PRP1/02,ESS,1105,Di,12:30,15:45

55
Name,Dozent,Raum,WT,Anfang,Ende
BTI1-PR1,ESS,1001,Mi,8:15,11:30
BTI1-PRP1/06 optional,[Beh],1101a,Mo,8:15,11:30
BTI1-PRP1/04,ESS,1105,Di,16:00,19:15
BTI1-PR1,ESS,1060,Fr,12:30,15:45
BTI1-GTP/01,HTM/[Loh],0701,Fr,8:15,11:30
BTI1-GTP/04,HTM/[Loh],0701,Di,12:30,15:45
BTI1 TSE,,0865,Do,16:00,17:30
BTI1-GT,HTM,1060,Mo,12:30,15:45
BTI1-GE1,SWR,NB 01.12,Do,8:15,11:30
BTI1-PRP1/03,ESS,1105,Di,8:15,11:30
BTI1-MG,PDB,1001,Do,12:30,15:45
BTI1-MGÜ,PDB,1001,Mi,12:30,15:45
BTI1-PRP1/02,ESS,1105,Di,12:30,15:45
<>
Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW ZOEL,ZOEL,1486,Do,16:30,19:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30

40
Name,Dozent,Raum,WT,Anfang,Ende
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
GW SCHM,Smhl,1486,Mo,16:00,19:00
BTI2-GS,BRN,Stiftstr.69  R206,Do,12:30,15:45

41
Name,Dozent,Raum,WT,Anfang,Ende
GW STAN FK,STAN,1281,Sa,9:00,15:45
GW STAN FK,STAN,1001,Do,16:00,19:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/01,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
GW SCHM,Smhl,1486,Mo,16:00,19:00
BTI2-GS,BRN,Stiftstr.69  R206,Do,12:30,15:45

42
Name,Dozent,Raum,WT,Anfang,Ende
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW MATT,MATT,1486,Sa,9:00,15:45
GW WLTP,WLTP,1001,Sa,8:00,16:00
GW BLHA, BLHA,1283,Fr,16:00,19:30
GW GARB,GARB,1486,Do,16:30,19:00
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
GW WLTP,WLTP,1201,Fr,16:00,21:00
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
GW BLHA, BLHA,1281,Sa,9:00,15:30
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/02,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-PRP2/04 optional,JNK/[Kas],1101a,Do,12:30,15:45
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/03,BRN/[Loh],0701,Do,12:30,15:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

43
Name,Dozent,Raum,WT,Anfang,Ende
GW HRRS TE,HRRS,1201,Sa,9:30,15:00
GW WLTP,WLTP,1001,Sa,8:00,16:00
GW WLTP,WLTP,1201,Fr,16:00,21:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
